"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.575333943820999,0.721577330891156,0.130796258914883
"ReplicationSample1",0.575333943820999,1,0.903798851348752,0.0913438706024146
"ReplicationSample2",0.721577330891156,0.903798851348752,1,0.141116030192679
"Sample2Retest",0.130796258914883,0.0913438706024146,0.141116030192679,1
