"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,0.078634331126814,-0.0420968517919542,-0.15140350201112
"ReplicationSample1",0.078634331126814,0,-0.0948457455249967,-0.189170661327887
"ReplicationSample2",-0.0420968517919542,-0.0948457455249967,0,-0.0894157082094661
"Sample2Retest",-0.15140350201112,-0.189170661327887,-0.0894157082094661,0
