"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.350928922307999,0.741203214243789,6.85057003223695e-05
"ReplicationSample1",0.350928922307999,1,0.764399257648392,0.0022676511329803
"ReplicationSample2",0.741203214243789,0.764399257648392,1,0.00767721100328791
"Sample2Retest",6.85057003223695e-05,0.0022676511329803,0.00767721100328791,1
