"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-2.55491400805708,-0.381815882886762,-1.93869234589855
"ReplicationSample1",-2.55491400805708,0,1.59373692787534,0.411591392688044
"ReplicationSample2",-0.381815882886762,1.59373692787534,0,-1.16940581743427
"Sample2Retest",-1.93869234589855,0.411591392688044,-1.16940581743427,0
