"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.0106214034297409,0.702597936893951,0.0525388112284785
"ReplicationSample1",0.0106214034297409,1,0.110994969516652,0.68063894148609
"ReplicationSample2",0.702597936893951,0.110994969516652,1,0.242240167121052
"Sample2Retest",0.0525388112284785,0.68063894148609,0.242240167121052,1
