"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.782856295757329,0.720833771257631,0.326896280196511
"ReplicationSample1",0.782856295757329,1,0.588549024220858,0.508426705659598
"ReplicationSample2",0.720833771257631,0.588549024220858,1,0.273414757035774
"Sample2Retest",0.326896280196511,0.508426705659598,0.273414757035774,1
