"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-0.932788999015143,-0.330260397006733,-3.98141680163224
"ReplicationSample1",-0.932788999015143,0,0.299708836621968,-3.05273630139113
"ReplicationSample2",-0.330260397006733,0.299708836621968,0,-2.6659456206882
"Sample2Retest",-3.98141680163224,-3.05273630139113,-2.6659456206882,0
