"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.141885094370036,0.138881171613522,0.503203061571407
"ReplicationSample1",0.141885094370036,1,0.811631994797862,0.105821252339649
"ReplicationSample2",0.138881171613522,0.811631994797862,1,0.0960575245006303
"Sample2Retest",0.503203061571407,0.105821252339649,0.0960575245006303,1
