"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.135273192685632,0.516336552804931,0.177692351958774
"ReplicationSample1",0.135273192685632,1,0.117216377435682,0.939090703898872
"ReplicationSample2",0.516336552804931,0.117216377435682,1,0.131245936930912
"Sample2Retest",0.177692351958774,0.939090703898872,0.131245936930912,1
