"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,0.275598716277039,-0.357344698668084,0.980384657507564
"ReplicationSample1",0.275598716277039,0,-0.540939876630656,0.661289450397744
"ReplicationSample2",-0.357344698668084,-0.540939876630656,0,1.09523257701265
"Sample2Retest",0.980384657507564,0.661289450397744,1.09523257701265,0
