"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,1.52199289481534,-0.585185808523725,2.01505966022842
"ReplicationSample1",1.52199289481534,0,-1.55839336923061,0.772252738788688
"ReplicationSample2",-0.585185808523725,-1.55839336923061,0,1.99061816136548
"Sample2Retest",2.01505966022842,0.772252738788688,1.99061816136548,0
