"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,1.49362679211972,-0.649002821005657,1.34789439233902
"ReplicationSample1",1.49362679211972,0,-1.56656511440131,0.0764127780705081
"ReplicationSample2",-0.649002821005657,-1.56656511440131,0,1.50920682378311
"Sample2Retest",1.34789439233902,0.0764127780705081,1.50920682378311,0
