"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,0.684553282317388,-0.256168152951091,-0.214888496523839
"ReplicationSample1",0.684553282317388,0,-0.727835078689059,-0.676744922054336
"ReplicationSample2",-0.256168152951091,-0.727835078689059,0,0.0242390975141588
"Sample2Retest",-0.214888496523839,-0.676744922054336,0.0242390975141588,0
