"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-1.45255973835625,-0.646155478188172,-2.65410681127557
"ReplicationSample1",-1.45255973835625,0,0.417135028022662,-1.19598368354482
"ReplicationSample2",-0.646155478188172,0.417135028022662,0,-1.38782253648254
"Sample2Retest",-2.65410681127557,-1.19598368354482,-1.38782253648254,0
