"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.175748891282998,0.296348008842761,0.794642050930587
"ReplicationSample1",0.175748891282998,1,0.879249712911302,0.431746316000552
"ReplicationSample2",0.296348008842761,0.879249712911302,1,0.547371723350971
"Sample2Retest",0.794642050930587,0.431746316000552,0.547371723350971,1
