"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,0.815900781482345,0.17160739864719,1.43019228323838
"ReplicationSample1",0.815900781482345,0,-0.462056843455237,0.547905006661034
"ReplicationSample2",0.17160739864719,-0.462056843455237,0,0.951775806045767
"Sample2Retest",1.43019228323838,0.547905006661034,0.951775806045767,0
