"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,0.346942444414945,-1.86710054472141,-1.94762052826212
"ReplicationSample1",0.346942444414945,0,-1.87739663797699,-1.95626028760266
"ReplicationSample2",-1.86710054472141,-1.87739663797699,0,-0.125041126647054
"Sample2Retest",-1.94762052826212,-1.95626028760266,-0.125041126647054,0
