"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-1.54778397474288,-0.105795556775511,-3.45041200443897
"ReplicationSample1",-1.54778397474288,0,0.983198165263377,-1.83565832725453
"ReplicationSample2",-0.105795556775511,0.983198165263377,0,-2.46380690014858
"Sample2Retest",-3.45041200443897,-1.83565832725453,-2.46380690014858,0
