"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-1.35396077806371,-1.04429698182479,-0.260287452055576
"ReplicationSample1",-1.35396077806371,0,0.151920406677027,0.786206845999816
"ReplicationSample2",-1.04429698182479,0.151920406677027,0,0.601703194294623
"Sample2Retest",-0.260287452055576,0.786206845999816,0.601703194294623,0
