"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.555125457861227,0.374388770030995,0.106052388507975
"ReplicationSample1",0.555125457861227,1,0.224046984357094,0.331229440175278
"ReplicationSample2",0.374388770030995,0.224046984357094,1,0.0521237893375392
"Sample2Retest",0.106052388507975,0.331229440175278,0.0521237893375392,1
