"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.4145568851532,0.863746190469332,0.152661839620974
"ReplicationSample1",0.4145568851532,1,0.644040557456807,0.583757130875304
"ReplicationSample2",0.863746190469332,0.644040557456807,1,0.341210694559226
"Sample2Retest",0.152661839620974,0.583757130875304,0.341210694559226,1
