"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",0,-0.560213318230866,-0.356351519931667,1.51096935458747
"ReplicationSample1",-0.560213318230866,0,0.120863880780298,1.68835100003016
"ReplicationSample2",-0.356351519931667,0.120863880780298,0,1.47164772709098
"Sample2Retest",1.51096935458747,1.68835100003016,1.47164772709098,0
