"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.128010861018965,0.558422786150085,0.0438983983241226
"ReplicationSample1",0.128010861018965,1,0.11914002750761,0.43996475110585
"ReplicationSample2",0.558422786150085,0.11914002750761,1,0.0465228820720026
"Sample2Retest",0.0438983983241226,0.43996475110585,0.0465228820720026,1
