"","DiscoverySample","ReplicationSample1","ReplicationSample2","Sample2Retest"
"DiscoverySample",1,0.937323479784769,0.966421489854006,0.879657427104128
"ReplicationSample1",0.937323479784769,1,0.924437350948017,0.849959061348508
"ReplicationSample2",0.966421489854006,0.924437350948017,1,0.928751540129146
"Sample2Retest",0.879657427104128,0.849959061348508,0.928751540129146,1
