"tdcs","neurocaps_mcr","neurocaps_ocr","tacs"
NA,0.436573518574415,0.842651170445007,0.00665586826513765
0.436573518574415,NA,0.711817363828408,0.100628575985654
0.842651170445007,0.711817363828408,NA,0.0780602389624405
0.00665586826513765,0.100628575985654,0.0780602389624405,NA
